model,pathway,scenario,region,variables,unit,2020,2050
image,SSP2-Base,Business As Usual,PT,Share|ElectricityHV|SolarPVOpen,share,0.0083257036970709,0.0141138583760187
image,SSP2-Base,Business As Usual,PT,Share|ElectricityHV|Hydrogen,share,0.0431997430791877,0.016716404957868
image,SSP2-Base,Business As Usual,PT,Share|ElectricityHV|BatteryHydro,share,0.0628403099925932,0.0344801031396683
image,SSP2-Base,Business As Usual,PT,Share|ElectricityHV|ImportsES,share,0.0,0.0
image,SSP2-Base,Business As Usual,PT,Share|ElectricityHV|ImportsBG,share,0.0,0.0
image,SSP2-Base,Business As Usual,PT,Share|ElectricityHV|ImportsSE,share,0.0,0.0
image,SSP2-Base,Business As Usual,PT,Share|ElectricityHV|ImportsAT,share,0.0,0.0
image,SSP2-Base,Business As Usual,PT,Share|ElectricityHV|ImportsMK,share,0.0,0.0
image,SSP2-Base,Business As Usual,PT,Share|ElectricityHV|ImportsMD,share,0.0,0.0
image,SSP2-Base,Business As Usual,PT,Share|ElectricityHV|ImportsHR,share,0.0,0.0
image,SSP2-Base,Business As Usual,PT,Share|ElectricityHV|ImportsXK,share,0.0,0.0
image,SSP2-Base,Business As Usual,PT,Share|ElectricityHV|ImportsLU,share,0.0,0.0
image,SSP2-Base,Business As Usual,PT,Share|ElectricityHV|ImportsGR,share,0.0,0.0
image,SSP2-Base,Business As Usual,PT,Share|ElectricityHV|ImportsIS,share,0.0,0.0
image,SSP2-Base,Business As Usual,PT,Share|ElectricityHV|ImportsBA,share,0.0,0.0
image,SSP2-Base,Business As Usual,PT,Share|ElectricityHV|ImportsEE,share,0.0,0.0
image,SSP2-Base,Business As Usual,PT,Share|ElectricityHV|ImportsSK,share,0.0,0.0
image,SSP2-Base,Business As Usual,PT,Share|ElectricityHV|ImportsME,share,0.055353167042792,0.0277894515282997
image,SSP2-Base,Business As Usual,PT,Share|ElectricityHV|ImportsLT,share,0.0,0.0
image,SSP2-Base,Business As Usual,PT,Share|ElectricityHV|ImportsSI,share,0.0,0.0
image,SSP2-Base,Business As Usual,PT,Share|ElectricityHV|ImportsIE,share,0.0,0.0
image,SSP2-Base,Business As Usual,PT,Share|ElectricityHV|ImportsBE,share,0.0,0.0
image,SSP2-Base,Business As Usual,PT,Share|ElectricityHV|ImportsRS,share,0.0,0.0
image,SSP2-Base,Business As Usual,PT,Share|ElectricityHV|ImportsRO,share,0.0,0.0
image,SSP2-Base,Business As Usual,PT,Share|ElectricityHV|ImportsNL,share,0.0,0.0
image,SSP2-Base,Business As Usual,PT,Share|ElectricityHV|ImportsUA,share,0.0,0.0
image,SSP2-Base,Business As Usual,PT,Share|ElectricityHV|ImportsPL,share,0.0,0.0
image,SSP2-Base,Business As Usual,PT,Share|ElectricityHV|ImportsFR,share,0.0242165751901842,0.0325176226438249
image,SSP2-Base,Business As Usual,PT,Share|ElectricityHV|ImportsGB,share,0.0,0.0
image,SSP2-Base,Business As Usual,PT,Share|ElectricityHV|ImportsNO,share,0.0,0.0
image,SSP2-Base,Business As Usual,PT,Share|ElectricityHV|ImportsCZ,share,0.0,0.0
image,SSP2-Base,Business As Usual,PT,Share|ElectricityHV|ImportsMT,share,0.0606327419471352,0.0347344015331338
image,SSP2-Base,Business As Usual,PT,Share|ElectricityHV|ImportsDK,share,0.0,0.0
image,SSP2-Base,Business As Usual,PT,Share|ElectricityHV|ImportsIT,share,0.0,0.0
image,SSP2-Base,Business As Usual,PT,Share|ElectricityHV|ImportsLV,share,0.0,0.0
image,SSP2-Base,Business As Usual,PT,Share|ElectricityHV|ImportsDE,share,0.0,0.0
image,SSP2-Base,Business As Usual,PT,Share|ElectricityHV|ImportsPT,share,0.0,0.0
image,SSP2-Base,Business As Usual,PT,Share|ElectricityHV|ImportsFI,share,0.0,0.0
image,SSP2-Base,Business As Usual,PT,Share|ElectricityHV|ImportsBY,share,0.0,0.0
image,SSP2-Base,Business As Usual,PT,Share|ElectricityHV|ImportsGI,share,0.0,0.0
image,SSP2-Base,Business As Usual,PT,Share|ElectricityHV|ImportsAL,share,0.0,0.0
image,SSP2-Base,Business As Usual,PT,Share|ElectricityHV|ImportsHU,share,0.0,0.0
image,SSP2-Base,Business As Usual,PT,Share|ElectricityHV|ImportsCH,share,0.0,0.0
image,SSP2-Base,Business As Usual,PT,Share|ElectricityMV|TransformationHVMV,share,0.3994498544054629,0.3658314605909191
image,SSP2-Base,Business As Usual,PT,Share|ElectricityMV|SolarPVRoofCommercial,share,0.1775458009640698,0.127590823995779
image,SSP2-Base,Business As Usual,PT,Share|ElectricityMV|Waste,share,0.4230043446304674,0.5065777154133019
image,SSP2-Base,Business As Usual,PT,Share|ElectricityLV|TransformationMVLV,share,0.2446984112575488,0.5024281383835049
image,SSP2-Base,Business As Usual,PT,Share|ElectricityLV|BatteryChemical,share,0.3465291923117,0.2891141428434114
image,SSP2-Base,Business As Usual,PT,Share|ElectricityLV|SolarPVRoofResidential,share,0.4087723964307512,0.2084577187730835
image,SSP2-Base,Business As Usual,FI,Share|ElectricityHV|Coal,share,0.0020721556577455,0.0151158584135205
image,SSP2-Base,Business As Usual,FI,Share|ElectricityHV|CombinedCycle,share,0.2842003157066527,0.0453974458894762
image,SSP2-Base,Business As Usual,FI,Share|ElectricityHV|GasTurbine,share,0.0023201466353486,0.0715908039658302
image,SSP2-Base,Business As Usual,FI,Share|ElectricityHV|CogenerationGas,share,0.0143264458923931,0.0142016099964466
image,SSP2-Base,Business As Usual,FI,Share|ElectricityHV|Nuclear,share,0.0257182988974,0.0336631245566418
image,SSP2-Base,Business As Usual,FI,Share|ElectricityHV|Oil,share,0.0290506958023347,0.215491215839353
image,SSP2-Base,Business As Usual,FI,Share|ElectricityHV|Geothermal,share,0.0274331208034201,0.0279714609716274
image,SSP2-Base,Business As Usual,FI,Share|ElectricityHV|HydroRunofRiver,share,0.028360520404818,0.0318361357600094
image,SSP2-Base,Business As Usual,FI,Share|ElectricityHV|HydroReservoir,share,0.0527374247256449,0.0895160038835351
image,SSP2-Base,Business As Usual,FI,Share|ElectricityHV|Biomass,share,0.0210520025558024,0.0118094552980583
image,SSP2-Base,Business As Usual,FI,Share|ElectricityHV|Biogas,share,0.0482120115962954,0.0464697046691732
image,SSP2-Base,Business As Usual,FI,Share|ElectricityHV|WindOnshore,share,0.0329787910692496,0.0192320301321816
image,SSP2-Base,Business As Usual,FI,Share|ElectricityHV|WindOffshore,share,0.0834767468881291,0.06669055394157
image,SSP2-Base,Business As Usual,FI,Share|ElectricityHV|SolarThermal,share,0.0836686518742525,0.0579220867376601
image,SSP2-Base,Business As Usual,FI,Share|ElectricityHV|SolarPVOpen,share,0.0211775006683207,0.0735243972305661
image,SSP2-Base,Business As Usual,FI,Share|ElectricityHV|Hydrogen,share,0.0539030605548273,0.0346785137804723
image,SSP2-Base,Business As Usual,FI,Share|ElectricityHV|BatteryHydro,share,0.0951492958987327,0.0372206390672751
image,SSP2-Base,Business As Usual,FI,Share|ElectricityHV|ImportsES,share,0.0,0.0
image,SSP2-Base,Business As Usual,FI,Share|ElectricityHV|ImportsBG,share,0.0,0.0
image,SSP2-Base,Business As Usual,FI,Share|ElectricityHV|ImportsSE,share,0.0,0.0
image,SSP2-Base,Business As Usual,FI,Share|ElectricityHV|ImportsAT,share,0.0,0.0
image,SSP2-Base,Business As Usual,FI,Share|ElectricityHV|ImportsMK,share,0.0,0.0
image,SSP2-Base,Business As Usual,FI,Share|ElectricityHV|ImportsMD,share,0.0011166671461675,0.0334772149967018
image,SSP2-Base,Business As Usual,FI,Share|ElectricityHV|ImportsHR,share,0.0,0.0
image,SSP2-Base,Business As Usual,FI,Share|ElectricityHV|ImportsXK,share,0.0,0.0
image,SSP2-Base,Business As Usual,FI,Share|ElectricityHV|ImportsLU,share,0.0,0.0
image,SSP2-Base,Business As Usual,FI,Share|ElectricityHV|ImportsGR,share,0.0,0.0
image,SSP2-Base,Business As Usual,FI,Share|ElectricityHV|ImportsIS,share,0.0,0.0
image,SSP2-Base,Business As Usual,FI,Share|ElectricityHV|ImportsBA,share,0.0,0.0
image,SSP2-Base,Business As Usual,FI,Share|ElectricityHV|ImportsEE,share,0.0,0.0
image,SSP2-Base,Business As Usual,FI,Share|ElectricityHV|ImportsSK,share,0.0,0.0
image,SSP2-Base,Business As Usual,FI,Share|ElectricityHV|ImportsME,share,0.0,0.0
image,SSP2-Base,Business As Usual,FI,Share|ElectricityHV|ImportsLT,share,0.0,0.0
image,SSP2-Base,Business As Usual,FI,Share|ElectricityHV|ImportsSI,share,0.0,0.0
image,SSP2-Base,Business As Usual,FI,Share|ElectricityHV|ImportsIE,share,0.0,0.0
image,SSP2-Base,Business As Usual,FI,Share|ElectricityHV|ImportsBE,share,0.0,0.0
image,SSP2-Base,Business As Usual,FI,Share|ElectricityHV|ImportsRS,share,0.0,0.0
image,SSP2-Base,Business As Usual,FI,Share|ElectricityHV|ImportsRO,share,0.0,0.0
image,SSP2-Base,Business As Usual,FI,Share|ElectricityHV|ImportsNL,share,0.0,0.0
image,SSP2-Base,Business As Usual,FI,Share|ElectricityHV|ImportsUA,share,0.0,0.0
image,SSP2-Base,Business As Usual,FI,Share|ElectricityHV|ImportsPL,share,0.0,0.0
image,SSP2-Base,Business As Usual,FI,Share|ElectricityHV|ImportsFR,share,0.0,0.0
image,SSP2-Base,Business As Usual,FI,Share|ElectricityHV|ImportsGB,share,0.0,0.0
image,SSP2-Base,Business As Usual,FI,Share|ElectricityHV|ImportsNO,share,0.0364241611611818,0.0402186883821563
image,SSP2-Base,Business As Usual,FI,Share|ElectricityHV|ImportsCZ,share,0.0,0.0
image,SSP2-Base,Business As Usual,FI,Share|ElectricityHV|ImportsMT,share,0.0,0.0
image,SSP2-Base,Business As Usual,FI,Share|ElectricityHV|ImportsDK,share,0.0,0.0
image,SSP2-Base,Business As Usual,FI,Share|ElectricityHV|ImportsIT,share,0.0,0.0
image,SSP2-Base,Business As Usual,FI,Share|ElectricityHV|ImportsLV,share,0.0566219860612825,0.0339730564877444
image,SSP2-Base,Business As Usual,FI,Share|ElectricityHV|ImportsDE,share,0.0,0.0
image,SSP2-Base,Business As Usual,FI,Share|ElectricityHV|ImportsPT,share,0.0,0.0
image,SSP2-Base,Business As Usual,FI,Share|ElectricityHV|ImportsFI,share,0.0,0.0
image,SSP2-Base,Business As Usual,FI,Share|ElectricityHV|ImportsBY,share,0.0,0.0
image,SSP2-Base,Business As Usual,FI,Share|ElectricityHV|ImportsGI,share,0.0,0.0
image,SSP2-Base,Business As Usual,FI,Share|ElectricityHV|ImportsAL,share,0.0,0.0
image,SSP2-Base,Business As Usual,FI,Share|ElectricityHV|ImportsHU,share,0.0,0.0
image,SSP2-Base,Business As Usual,FI,Share|ElectricityHV|ImportsCH,share,0.0,0.0
image,SSP2-Base,Business As Usual,FI,Share|ElectricityMV|TransformationHVMV,share,0.1290775877053072,0.5758831790698531
image,SSP2-Base,Business As Usual,FI,Share|ElectricityMV|SolarPVRoofCommercial,share,0.1887253100587817,0.2409769815776863
image,SSP2-Base,Business As Usual,FI,Share|ElectricityMV|Waste,share,0.682197102235911,0.1831398393524605
image,SSP2-Base,Business As Usual,FI,Share|ElectricityLV|TransformationMVLV,share,0.5692708826702743,0.1486938296527605
image,SSP2-Base,Business As Usual,FI,Share|ElectricityLV|BatteryChemical,share,0.3415324242197856,0.5546778757348498
image,SSP2-Base,Business As Usual,FI,Share|ElectricityLV|SolarPVRoofResidential,share,0.0891966931099401,0.2966282946123895
image,SSP2-Base,Business As Usual,BY,Share|ElectricityHV|Coal,share,0.1148429166437782,0.1044608459244498
image,SSP2-Base,Business As Usual,BY,Share|ElectricityHV|CombinedCycle,share,0.0908268503356197,0.0369448996187048
image,SSP2-Base,Business As Usual,BY,Share|ElectricityHV|GasTurbine,share,0.0069848927304575,0.0215177754941139
image,SSP2-Base,Business As Usual,BY,Share|ElectricityHV|CogenerationGas,share,0.0562465150102996,0.0141089954176579
image,SSP2-Base,Business As Usual,BY,Share|ElectricityHV|Nuclear,share,0.0104087702647884,0.0041926276367643
image,SSP2-Base,Business As Usual,BY,Share|ElectricityHV|Oil,share,0.0317854383550009,0.0083657835103831
image,SSP2-Base,Business As Usual,BY,Share|ElectricityHV|Geothermal,share,0.009213190335214,0.0482383651766099
image,SSP2-Base,Business As Usual,BY,Share|ElectricityHV|HydroRunofRiver,share,0.0097651928982822,0.0659122800120908
image,SSP2-Base,Business As Usual,BY,Share|ElectricityHV|HydroReservoir,share,0.0775433584084773,0.0268602980610421
image,SSP2-Base,Business As Usual,BY,Share|ElectricityHV|Biomass,share,0.0703619805605571,0.2297563607717037
image,SSP2-Base,Business As Usual,BY,Share|ElectricityHV|Biogas,share,0.0520281178379911,0.0084893259643247
image,SSP2-Base,Business As Usual,BY,Share|ElectricityHV|WindOnshore,share,0.0286192500509707,0.0034792418486915
image,SSP2-Base,Business As Usual,BY,Share|ElectricityHV|WindOffshore,share,0.0081364903279507,0.2266302948833738
image,SSP2-Base,Business As Usual,BY,Share|ElectricityHV|SolarThermal,share,0.0319606444372818,0.0051001215317357
image,SSP2-Base,Business As Usual,BY,Share|ElectricityHV|SolarPVOpen,share,0.0706688076708067,0.0264519285570736
image,SSP2-Base,Business As Usual,BY,Share|ElectricityHV|Hydrogen,share,0.0691021985850783,0.0156915881303517
image,SSP2-Base,Business As Usual,BY,Share|ElectricityHV|BatteryHydro,share,0.1735889779602901,0.0517660088013745
image,SSP2-Base,Business As Usual,BY,Share|ElectricityHV|ImportsES,share,0.0,0.0
image,SSP2-Base,Business As Usual,BY,Share|ElectricityHV|ImportsBG,share,0.0,0.0
image,SSP2-Base,Business As Usual,BY,Share|ElectricityHV|ImportsSE,share,0.0,0.0
image,SSP2-Base,Business As Usual,BY,Share|ElectricityHV|ImportsAT,share,0.0367758230550799,0.0199472080974234
image,SSP2-Base,Business As Usual,BY,Share|ElectricityHV|ImportsMK,share,0.0,0.0
image,SSP2-Base,Business As Usual,BY,Share|ElectricityHV|ImportsMD,share,0.0,0.0
image,SSP2-Base,Business As Usual,BY,Share|ElectricityHV|ImportsHR,share,0.0,0.0
image,SSP2-Base,Business As Usual,BY,Share|ElectricityHV|ImportsXK,share,0.0,0.0
image,SSP2-Base,Business As Usual,BY,Share|ElectricityHV|ImportsLU,share,0.0,0.0
image,SSP2-Base,Business As Usual,BY,Share|ElectricityHV|ImportsGR,share,0.0,0.0
image,SSP2-Base,Business As Usual,BY,Share|ElectricityHV|ImportsIS,share,0.0,0.0
image,SSP2-Base,Business As Usual,BY,Share|ElectricityHV|ImportsBA,share,0.0,0.0
image,SSP2-Base,Business As Usual,BY,Share|ElectricityHV|ImportsEE,share,0.0,0.0
image,SSP2-Base,Business As Usual,BY,Share|ElectricityHV|ImportsSK,share,0.0,0.0
image,SSP2-Base,Business As Usual,BY,Share|ElectricityHV|ImportsME,share,0.0,0.0
image,SSP2-Base,Business As Usual,BY,Share|ElectricityHV|ImportsLT,share,0.0,0.0
image,SSP2-Base,Business As Usual,BY,Share|ElectricityHV|ImportsSI,share,0.0,0.0
image,SSP2-Base,Business As Usual,BY,Share|ElectricityHV|ImportsIE,share,0.0,0.0
image,SSP2-Base,Business As Usual,BY,Share|ElectricityHV|ImportsBE,share,0.0,0.0
image,SSP2-Base,Business As Usual,BY,Share|ElectricityHV|ImportsRS,share,0.0,0.0
image,SSP2-Base,Business As Usual,BY,Share|ElectricityHV|ImportsRO,share,0.0,0.0
image,SSP2-Base,Business As Usual,BY,Share|ElectricityHV|ImportsNL,share,0.0,0.0
image,SSP2-Base,Business As Usual,BY,Share|ElectricityHV|ImportsUA,share,0.0,0.0
image,SSP2-Base,Business As Usual,BY,Share|ElectricityHV|ImportsPL,share,0.0,0.0
image,SSP2-Base,Business As Usual,BY,Share|ElectricityHV|ImportsFR,share,0.0,0.0
image,SSP2-Base,Business As Usual,BY,Share|ElectricityHV|ImportsGB,share,0.0,0.0
image,SSP2-Base,Business As Usual,BY,Share|ElectricityHV|ImportsNO,share,0.0,0.0
image,SSP2-Base,Business As Usual,BY,Share|ElectricityHV|ImportsCZ,share,0.0,0.0
image,SSP2-Base,Business As Usual,BY,Share|ElectricityHV|ImportsMT,share,0.002984047933335,0.0225811021260059
image,SSP2-Base,Business As Usual,BY,Share|ElectricityHV|ImportsDK,share,0.0,0.0
image,SSP2-Base,Business As Usual,BY,Share|ElectricityHV|ImportsIT,share,0.0,0.0
image,SSP2-Base,Business As Usual,BY,Share|ElectricityHV|ImportsLV,share,0.0,0.0
image,SSP2-Base,Business As Usual,BY,Share|ElectricityHV|ImportsDE,share,0.0,0.0
image,SSP2-Base,Business As Usual,BY,Share|ElectricityHV|ImportsPT,share,0.0,0.0
image,SSP2-Base,Business As Usual,BY,Share|ElectricityHV|ImportsFI,share,0.0,0.0
image,SSP2-Base,Business As Usual,BY,Share|ElectricityHV|ImportsBY,share,0.0,0.0
image,SSP2-Base,Business As Usual,BY,Share|ElectricityHV|ImportsGI,share,0.0481565365987399,0.059504948436124
image,SSP2-Base,Business As Usual,BY,Share|ElectricityHV|ImportsAL,share,0.0,0.0
image,SSP2-Base,Business As Usual,BY,Share|ElectricityHV|ImportsHU,share,0.0,0.0
image,SSP2-Base,Business As Usual,BY,Share|ElectricityHV|ImportsCH,share,0.0,0.0
image,SSP2-Base,Business As Usual,BY,Share|ElectricityMV|TransformationHVMV,share,0.1557976294987093,0.0630083104269875
image,SSP2-Base,Business As Usual,BY,Share|ElectricityMV|SolarPVRoofCommercial,share,0.3858262569955424,0.1719180712810944
image,SSP2-Base,Business As Usual,BY,Share|ElectricityMV|Waste,share,0.4583761135057483,0.765073618291918
image,SSP2-Base,Business As Usual,BY,Share|ElectricityLV|TransformationMVLV,share,0.4754584678771114,0.6249053761413892
image,SSP2-Base,Business As Usual,BY,Share|ElectricityLV|BatteryChemical,share,0.2325066647096487,0.1419870147099861
image,SSP2-Base,Business As Usual,BY,Share|ElectricityLV|SolarPVRoofResidential,share,0.2920348674132397,0.2331076091486246
image,SSP2-Base,Business As Usual,GI,Share|ElectricityHV|Coal,share,0.1323423645013617,0.0917142152356957
image,SSP2-Base,Business As Usual,GI,Share|ElectricityHV|CombinedCycle,share,0.020570803782604,0.0420504560156711
image,SSP2-Base,Business As Usual,GI,Share|ElectricityHV|GasTurbine,share,0.0248064745916713,0.0222434124627127
image,SSP2-Base,Business As Usual,GI,Share|ElectricityHV|CogenerationGas,share,0.1690275630711915,0.0565080187536744
image,SSP2-Base,Business As Usual,GI,Share|ElectricityHV|Nuclear,share,0.0887712412026322,0.0795398510857463
image,SSP2-Base,Business As Usual,GI,Share|ElectricityHV|Oil,share,0.0407564817592506,0.0142201492805306
image,SSP2-Base,Business As Usual,GI,Share|ElectricityHV|Geothermal,share,0.0142323042089541,0.0408226586014189
image,SSP2-Base,Business As Usual,GI,Share|ElectricityHV|HydroRunofRiver,share,0.0251829167455438,0.04163681511519
image,SSP2-Base,Business As Usual,GI,Share|ElectricityHV|HydroReservoir,share,0.0045463096243647,0.1087526618261002
image,SSP2-Base,Business As Usual,GI,Share|ElectricityHV|Biomass,share,0.0679328865561196,0.0218937562078447
image,SSP2-Base,Business As Usual,GI,Share|ElectricityHV|Biogas,share,0.0234762112076621,0.0107898480590689
image,SSP2-Base,Business As Usual,GI,Share|ElectricityHV|WindOnshore,share,0.0733283494076687,0.0453376975435427
image,SSP2-Base,Business As Usual,GI,Share|ElectricityHV|WindOffshore,share,0.1083487637327457,0.0608628945550767
image,SSP2-Base,Business As Usual,GI,Share|ElectricityHV|SolarThermal,share,0.0743744670460546,0.0376042804079864
image,SSP2-Base,Business As Usual,GI,Share|ElectricityHV|SolarPVOpen,share,0.0353605386888756,0.1149659918775679
image,SSP2-Base,Business As Usual,GI,Share|ElectricityHV|Hydrogen,share,0.0192043557233376,0.0218154933375115
image,SSP2-Base,Business As Usual,GI,Share|ElectricityHV|BatteryHydro,share,0.0113795290648195,0.0385416869455383
image,SSP2-Base,Business As Usual,GI,Share|ElectricityHV|ImportsES,share,0.0,0.0
image,SSP2-Base,Business As Usual,GI,Share|ElectricityHV|ImportsBG,share,0.0,0.0
image,SSP2-Base,Business As Usual,GI,Share|ElectricityHV|ImportsSE,share,0.0,0.0
image,SSP2-Base,Business As Usual,GI,Share|ElectricityHV|ImportsAT,share,0.0,0.0
image,SSP2-Base,Business As Usual,GI,Share|ElectricityHV|ImportsMK,share,0.0,0.0
image,SSP2-Base,Business As Usual,GI,Share|ElectricityHV|ImportsMD,share,0.0,0.0
image,SSP2-Base,Business As Usual,GI,Share|ElectricityHV|ImportsHR,share,0.0,0.0
image,SSP2-Base,Business As Usual,GI,Share|ElectricityHV|ImportsXK,share,0.0,0.0
image,SSP2-Base,Business As Usual,GI,Share|ElectricityHV|ImportsLU,share,0.0,0.0
image,SSP2-Base,Business As Usual,GI,Share|ElectricityHV|ImportsGR,share,0.0,0.0
image,SSP2-Base,Business As Usual,GI,Share|ElectricityHV|ImportsIS,share,0.0,0.0
image,SSP2-Base,Business As Usual,GI,Share|ElectricityHV|ImportsBA,share,0.0,0.0
image,SSP2-Base,Business As Usual,GI,Share|ElectricityHV|ImportsEE,share,0.0,0.0
image,SSP2-Base,Business As Usual,GI,Share|ElectricityHV|ImportsSK,share,0.0,0.0
image,SSP2-Base,Business As Usual,GI,Share|ElectricityHV|ImportsME,share,0.0,0.0
image,SSP2-Base,Business As Usual,GI,Share|ElectricityHV|ImportsLT,share,0.0,0.0
image,SSP2-Base,Business As Usual,GI,Share|ElectricityHV|ImportsSI,share,0.0,0.0
image,SSP2-Base,Business As Usual,GI,Share|ElectricityHV|ImportsIE,share,0.0,0.0
image,SSP2-Base,Business As Usual,GI,Share|ElectricityHV|ImportsBE,share,0.0,0.0
image,SSP2-Base,Business As Usual,GI,Share|ElectricityHV|ImportsRS,share,0.0,0.0
image,SSP2-Base,Business As Usual,GI,Share|ElectricityHV|ImportsRO,share,0.0092839487443069,0.0227524004115146
image,SSP2-Base,Business As Usual,GI,Share|ElectricityHV|ImportsNL,share,0.0,0.0
image,SSP2-Base,Business As Usual,GI,Share|ElectricityHV|ImportsUA,share,0.0,0.0
image,SSP2-Base,Business As Usual,GI,Share|ElectricityHV|ImportsPL,share,0.0,0.0
image,SSP2-Base,Business As Usual,GI,Share|ElectricityHV|ImportsFR,share,0.0,0.0
image,SSP2-Base,Business As Usual,GI,Share|ElectricityHV|ImportsGB,share,0.0,0.0
image,SSP2-Base,Business As Usual,GI,Share|ElectricityHV|ImportsNO,share,0.0,0.0
image,SSP2-Base,Business As Usual,GI,Share|ElectricityHV|ImportsCZ,share,0.0,0.0
image,SSP2-Base,Business As Usual,GI,Share|ElectricityHV|ImportsMT,share,0.0,0.0
image,SSP2-Base,Business As Usual,GI,Share|ElectricityHV|ImportsDK,share,0.0,0.0
image,SSP2-Base,Business As Usual,GI,Share|ElectricityHV|ImportsIT,share,0.0248085820182004,0.0350960601396071
image,SSP2-Base,Business As Usual,GI,Share|ElectricityHV|ImportsLV,share,0.0,0.0
image,SSP2-Base,Business As Usual,GI,Share|ElectricityHV|ImportsDE,share,0.0322659083226344,0.0928516521380002
image,SSP2-Base,Business As Usual,GI,Share|ElectricityHV|ImportsPT,share,0.0,0.0
image,SSP2-Base,Business As Usual,GI,Share|ElectricityHV|ImportsFI,share,0.0,0.0
image,SSP2-Base,Business As Usual,GI,Share|ElectricityHV|ImportsBY,share,0.0,0.0
image,SSP2-Base,Business As Usual,GI,Share|ElectricityHV|ImportsGI,share,0.0,0.0
image,SSP2-Base,Business As Usual,GI,Share|ElectricityHV|ImportsAL,share,0.0,0.0
image,SSP2-Base,Business As Usual,GI,Share|ElectricityHV|ImportsHU,share,0.0,0.0
image,SSP2-Base,Business As Usual,GI,Share|ElectricityHV|ImportsCH,share,0.0,0.0
image,SSP2-Base,Business As Usual,GI,Share|ElectricityMV|TransformationHVMV,share,0.1711161895910713,0.3073788990620691
image,SSP2-Base,Business As Usual,GI,Share|ElectricityMV|SolarPVRoofCommercial,share,0.3500018606081073,0.0804783540197564
image,SSP2-Base,Business As Usual,GI,Share|ElectricityMV|Waste,share,0.4788819498008215,0.6121427469181746
image,SSP2-Base,Business As Usual,GI,Share|ElectricityLV|TransformationMVLV,share,0.076030588211029,0.456988627205509
image,SSP2-Base,Business As Usual,GI,Share|ElectricityLV|BatteryChemical,share,0.8448829108165872,0.4059364131225032
image,SSP2-Base,Business As Usual,GI,Share|ElectricityLV|SolarPVRoofResidential,share,0.0790865009723838,0.1370749596719877
image,SSP2-Base,Business As Usual,AL,Share|ElectricityHV|Coal,share,0.0933941789211483,0.0155634152456699
image,SSP2-Base,Business As Usual,AL,Share|ElectricityHV|CombinedCycle,share,0.0737415504517312,0.0698777214456897
image,SSP2-Base,Business As Usual,AL,Share|ElectricityHV|GasTurbine,share,0.0534593809661244,0.0697768772351493
image,SSP2-Base,Business As Usual,AL,Share|ElectricityHV|CogenerationGas,share,0.0187095779201226,0.0628756813343032
image,SSP2-Base,Business As Usual,AL,Share|ElectricityHV|Nuclear,share,0.0501761296820787,0.070694758471844
image,SSP2-Base,Business As Usual,AL,Share|ElectricityHV|Oil,share,0.0145518416839217,0.015271226818299
image,SSP2-Base,Business As Usual,AL,Share|ElectricityHV|Geothermal,share,0.0374876088295857,0.0271656737639026
image,SSP2-Base,Business As Usual,AL,Share|ElectricityHV|HydroRunofRiver,share,0.0324937508515432,0.1445269323286527
image,SSP2-Base,Business As Usual,AL,Share|ElectricityHV|HydroReservoir,share,0.0347923897184577,0.0703057892626357
image,SSP2-Base,Business As Usual,AL,Share|ElectricityHV|Biomass,share,0.0074797660708282,0.0185601537154142
image,SSP2-Base,Business As Usual,AL,Share|ElectricityHV|Biogas,share,0.0262704247600816,0.0145879743943103
image,SSP2-Base,Business As Usual,AL,Share|ElectricityHV|WindOnshore,share,0.1131673588961829,0.1124646211772915
image,SSP2-Base,Business As Usual,AL,Share|ElectricityHV|WindOffshore,share,0.0451146344418641,0.0169615344653826
image,SSP2-Base,Business As Usual,AL,Share|ElectricityHV|SolarThermal,share,0.1062218095251736,0.0184873995583004
image,SSP2-Base,Business As Usual,AL,Share|ElectricityHV|SolarPVOpen,share,0.0146816453368628,0.0107613961610181
image,SSP2-Base,Business As Usual,AL,Share|ElectricityHV|Hydrogen,share,0.0247973564698591,0.0828179737361921
image,SSP2-Base,Business As Usual,AL,Share|ElectricityHV|BatteryHydro,share,0.2484380601248683,0.1027012824520753
image,SSP2-Base,Business As Usual,AL,Share|ElectricityHV|ImportsES,share,0.0,0.0
image,SSP2-Base,Business As Usual,AL,Share|ElectricityHV|ImportsBG,share,0.0,0.0
image,SSP2-Base,Business As Usual,AL,Share|ElectricityHV|ImportsSE,share,0.0,0.0
image,SSP2-Base,Business As Usual,AL,Share|ElectricityHV|ImportsAT,share,0.0,0.0
image,SSP2-Base,Business As Usual,AL,Share|ElectricityHV|ImportsMK,share,0.0,0.0
image,SSP2-Base,Business As Usual,AL,Share|ElectricityHV|ImportsMD,share,0.0,0.0
image,SSP2-Base,Business As Usual,AL,Share|ElectricityHV|ImportsHR,share,0.0,0.0
image,SSP2-Base,Business As Usual,AL,Share|ElectricityHV|ImportsXK,share,0.0,0.0
image,SSP2-Base,Business As Usual,AL,Share|ElectricityHV|ImportsLU,share,0.0,0.0
image,SSP2-Base,Business As Usual,AL,Share|ElectricityHV|ImportsGR,share,0.0,0.0
image,SSP2-Base,Business As Usual,AL,Share|ElectricityHV|ImportsIS,share,0.0,0.0
image,SSP2-Base,Business As Usual,AL,Share|ElectricityHV|ImportsBA,share,0.0,0.0
image,SSP2-Base,Business As Usual,AL,Share|ElectricityHV|ImportsEE,share,0.0,0.0
